contig_num,ref_name,score,match,pident,start,end,ref_start,ref_end
1,HIV1-D-SN-AB485648-seed,56,0.03,86,2676,2807,7461,7592
1,HIV1-CPZ-US-AF103818-seed,56,0.04,84,4288,4458,9102,9272
1,HIV1-O-CM-AY169802-seed,56,0.01,97,4707,4770,9118,9181
1,HIV1-B-SE-KP411828-seed,59,-0.02,91,1,91,8791,8701
1,HIV1-P-FR-GU111555-seed,59,0.05,81,4214,4440,9112,9338
1,HIV1-D-UG-KF716479-seed,61,0.02,88,2671,2787,6774,6890
1,HIV1-D-CM-JX140670-seed,61,0.02,88,2678,2790,6809,6921
1,HIV1-B-KR-KJ140263-seed,62,-0.02,92,1,91,98,6
1,HIV1-B-SE-KP411828-seed,63,0.02,90,4656,4766,8701,8810
1,HIV1-B-CA-JF320424-seed,64,-0.02,93,1,91,8990,8899
1,HIV1-B-TH-KP109514-seed,64,-0.02,90,1,115,8854,8739
1,HIV1-N-CM-GQ324959-seed,64,0.04,83,4190,4389,8412,8611
1,HIV1-A2-CY-AF286237-seed,65,0.03,87,2677,2809,6845,6977
1,HIV1-CPZ-US-AF103818-seed,65,0.02,90,4732,4852,449,567
1,HIV1-CPZ-US-AF103818-seed,65,0.02,90,4732,4852,9573,9691
1,HIV1-F2-CM-AY371158-seed,67,-0.02,95,332,414,8349,8267
1,HIV1-O-FR-AF407418-seed,68,0.05,82,4226,4465,8659,8898
1,HIV1-CPZ-CM-DQ373064-seed,69,0.04,83,3485,3689,7765,7969
1,HIV1-N-CM-AY532635-seed,70,0.06,82,4194,4462,8441,8712
1,HIV1-B-RU-JX500708-seed,71,0.02,95,4766,4852,1,87
1,HIV1-B-ZA-KP109515-seed,71,0.03,88,2671,2809,6728,6866
1,HIV1-D-CM-JX140670-seed,71,-0.02,91,1,115,8892,8779
1,HIV1-B-HT-EU839602-seed,71,0.03,88,2670,2808,6678,6816
1,HIV1-B-FR-KF716496-seed,72,0.03,88,2671,2806,6661,6796
1,HIV1-B-HT-EU839602-seed,74,0.02,95,2526,2619,6543,6636
1,HIV1-F2-CM-JX140673-seed,74,0.03,91,4699,4820,8816,8936
1,HIV1-B-TH-KP109514-seed,75,0.03,89,2670,2804,6811,6945
1,HIV1-A1-CD-AM000053-seed,75,0.09,79,1385,1810,6177,6605
1,HIV1-B-CN-KP109511-seed,76,0.05,83,2561,2810,6741,6990
1,HIV1-F2-CM-JX140672-seed,77,0.03,88,4659,4819,8748,8907
1,HIV1-D-ZA-EF633445-seed,78,0.03,89,2671,2808,6815,6952
1,HIV1-G-NG-JN248593-seed,78,0.06,81,2050,2359,6046,6355
1,HIV1-A1-RU-JX500694-seed,79,0.02,98,4766,4852,1,87
1,HIV1-CPZ-CM-DQ373064-seed,80,0.05,83,4223,4462,8530,8769
1,HIV1-CPZ-CM-FR686511-seed,82,0.05,84,4241,4462,9149,9370
1,HIV1-B-US-KT284371-seed,83,0.03,90,2671,2809,7364,7502
1,HIV1-B-SE-KP411828-seed,84,0.03,90,2672,2815,6699,6842
1,HIV1-B-FR-K03455-seed,85,0.03,91,2677,2809,7470,7602
1,HIV1-B-BR-KJ849801-seed,85,0.02,95,4748,4852,5,109
1,HIV1-F1-BR-KJ849791-seed,87,0.04,85,4095,4313,8276,8494
1,HIV1-B-RU-JX500708-seed,88,0.03,91,2670,2809,6997,7136
1,HIV1-D-TZ-AY253311-seed,88,0.03,89,2650,2809,6628,6787
1,HIV1-N-CM-DQ017382-seed,88,0.05,83,4203,4462,8422,8681
1,HIV1-B-BR-KJ849801-seed,89,0.03,91,2669,2807,7072,7210
1,HIV1-G-GH-AB287004-seed,90,-0.06,82,102,415,335,22
1,HIV1-G-GH-AB287004-seed,90,-0.06,82,102,415,9490,9177
1,HIV1-G-GH-AB287004-seed,91,0.07,82,4311,4645,1,335
1,HIV1-H-BE-AF190128-seed,95,0.06,83,1524,1810,5625,5911
1,HIV1-C-SE-KP411835-seed,97,0.04,87,3463,3671,7461,7669
1,HIV1-C-ZA-KP109517-seed,98,-0.05,85,166,407,8693,8452
1,HIV1-A2-CD-AF286238-seed,99,-0.07,83,102,420,8781,8463
1,HIV1-D-CM-JX140670-seed,100,0.04,89,4632,4819,8779,8965
1,HIV1-B-TH-KP109514-seed,101,-0.07,82,103,420,8726,8421
1,HIV1-F2-CM-JX140672-seed,101,0.07,83,2022,2354,6096,6428
1,HIV1-G-PT-FR846409-seed,101,0.08,82,1399,1810,6138,6552
1,HIV1-A1-RU-JX500694-seed,101,0.07,82,2022,2358,6354,6690
1,HIV1-G-ES-KT276261-seed,102,0.1,80,1338,1810,5600,6078
1,HIV1-A1-RW-KF716472-seed,102,-0.07,83,103,420,8833,8516
1,HIV1-F1-BR-FJ771010-seed,103,0.03,95,4722,4852,178,308
1,HIV1-G-ES-GU362882-seed,105,0.08,81,1399,1810,5681,6095
1,HIV1-G-GH-AB287004-seed,106,0.04,89,4656,4852,369,565
1,HIV1-G-GH-AB287004-seed,106,0.04,89,4656,4852,9524,9720
1,HIV1-F1-BR-KJ849791-seed,106,0.07,82,451,809,4704,5065
1,HIV1-A2-CY-AF286237-seed,106,0.07,83,2022,2358,6190,6529
1,HIV1-D-CM-JX140670-seed,107,-0.07,83,102,420,8770,8452
1,HIV1-G-CM-JX140676-seed,108,0.06,84,900,1197,5073,5367
1,HIV1-B-CU-KR914676-seed,109,0.03,92,1644,1808,5648,5812
1,HIV1-A2-CD-AF286238-seed,110,0.1,81,1308,1805,5447,5944
1,HIV1-F1-RO-AB485658-seed,111,0.03,94,4710,4852,443,585
1,HIV1-F1-RO-AB485658-seed,111,0.03,94,4710,4852,9600,9742
1,HIV1-A1-SN-AY521629-seed,111,-0.09,81,1,420,8719,8294
1,HIV1-A1-RU-JX500694-seed,111,0.09,82,1376,1810,5693,6130
1,HIV1-D-YE-AY795907-seed,112,-0.06,84,99,410,8597,8286
1,HIV1-B-CA-JF320424-seed,114,0.04,92,4656,4828,8899,9072
1,HIV1-H-CF-AF005496-seed,114,0.09,81,1385,1829,5518,5965
1,HIV1-A1-CD-AM000053-seed,114,0.07,84,2022,2355,6811,7144
1,HIV1-C-MW-KC156214-seed,114,0.07,84,2022,2355,6809,7142
1,HIV1-C-KE-KT022371-seed,114,-0.05,86,166,415,8523,8274
1,HIV1-H-GB-FJ711703-seed,115,0.09,82,1377,1810,5678,6114
1,HIV1-A1-SN-AY521629-seed,115,0.09,82,1377,1810,5377,5813
1,HIV1-G-CN-JN106043-seed,115,0.07,84,2037,2359,6081,6403
1,HIV1-G-CN-JN106043-seed,116,0.09,81,1352,1810,5387,5848
1,HIV1-F1-RO-AB485658-seed,117,0.07,84,2022,2358,6887,7223
1,HIV1-A1-CY-JF683783-seed,117,0.09,82,1372,1810,5382,5823
1,HIV1-C-ES-KT276258-seed,117,0.09,82,1372,1808,5600,6039
1,HIV1-B-CA-JF320424-seed,118,-0.06,86,141,410,8828,8559
1,HIV1-A1-ZA-KT183312-seed,119,0.05,88,2022,2244,6053,6275
1,HIV1-C-MW-KC156214-seed,120,-0.09,83,1,420,437,17
1,HIV1-C-MW-KC156214-seed,120,-0.09,83,1,420,9507,9087
1,HIV1-B-TH-KP109514-seed,121,0.04,91,4632,4823,8739,8931
1,HIV1-F1-BR-FJ771010-seed,122,0.07,85,2022,2358,6617,6953
1,HIV1-J-CD-EF614151-seed,122,-0.05,87,167,420,8520,8267
1,HIV1-A1-CM-KP718928-seed,123,0.09,82,1385,1810,5655,6083
1,HIV1-A1-RU-JX500694-seed,123,-0.07,85,102,420,8977,8659
1,HIV1-A1-IN-KT152839-seed,124,0.08,84,4451,4852,2,403
1,HIV1-A2-CM-GU201516-seed,124,-0.05,87,169,420,8570,8319
1,HIV1-C-BR-JX140663-seed,124,0.06,85,1525,1828,5671,5974
1,HIV1-A1-IN-KT152839-seed,125,0.09,82,1377,1810,6042,6478
1,HIV1-G-NG-JN248593-seed,125,0.06,85,891,1197,4875,5178
1,HIV1-C-YE-AY795906-seed,126,0.09,82,1376,1808,5361,5796
1,HIV1-C-SE-KP411835-seed,126,0.06,86,1525,1810,5574,5859
1,HIV1-J-SE-AF082394-seed,127,0.09,82,1371,1808,5483,5923
1,HIV1-F1-ES-KJ883138-seed,127,0.09,83,2022,2436,6236,6650
1,HIV1-A1-KE-KF716474-seed,127,0.09,83,1385,1810,5552,5980
1,HIV1-F1-BR-KJ849782-seed,127,0.09,83,2022,2436,6261,6675
1,HIV1-C-TZ-KC156220-seed,127,-0.09,83,1,420,436,17
1,HIV1-C-TZ-KC156220-seed,127,-0.09,83,1,420,9496,9077
1,HIV1-A2-CD-AF286238-seed,127,0.07,84,860,1200,4992,5329
1,HIV1-C-ES-KT276258-seed,127,0.06,86,2065,2355,6257,6547
1,HIV1-D-UG-KF716479-seed,128,0.09,83,2007,2436,6107,6533
1,HIV1-K-CM-AJ249239-seed,128,-0.06,85,105,420,8604,8289
1,HIV1-C-TZ-KC156220-seed,128,0.06,86,1525,1808,6323,6606
1,HIV1-C-YE-AY795906-seed,128,-0.09,84,1,420,8774,8354
1,HIV1-G-KE-KF716477-seed,128,0.09,83,1380,1806,5555,5984
1,HIV1-F1-CY-JF683771-seed,129,0.07,85,2022,2358,6008,6344
1,HIV1-A1-CY-JF683783-seed,129,0.12,81,2022,2611,6047,6633
1,HIV1-F1-RU-GQ290462-seed,129,-0.05,87,160,420,8880,8620
1,HIV1-A1-ZA-KT183312-seed,129,0.09,82,1377,1810,5393,5832
1,HIV1-C-ZM-KF716467-seed,129,0.06,86,1528,1808,5691,5971
1,HIV1-H-BE-AF190127-seed,130,0.09,83,2022,2438,6208,6627
1,HIV1-A1-RW-KF716472-seed,130,0.09,82,1371,1827,5521,5980
1,HIV1-C-US-KF526226-seed,130,0.06,86,1525,1810,5690,5975
1,HIV1-C-BW-AF443115-seed,130,-0.09,84,1,415,8878,8463
1,HIV1-C-IN-KC156210-seed,131,0.06,86,2065,2355,6875,7165
1,HIV1-C-CN-KC870038-seed,131,0.06,87,1530,1808,5678,5956
1,HIV1-C-BR-JX140663-seed,131,-0.09,84,1,415,8967,8553
1,HIV1-F1-ES-FJ670516-seed,134,-0.06,86,109,414,8832,8527
1,HIV1-A1-IN-KT152839-seed,134,0.07,85,2022,2355,6729,7062
1,HIV1-H-BE-AF190127-seed,135,0.09,83,1385,1810,5556,5984
1,HIV1-F1-BR-KJ849782-seed,135,-0.04,91,205,415,8724,8514
1,HIV1-D-TZ-AY253311-seed,136,-0.09,83,1,416,8727,8297
1,HIV1-H-BE-AF190128-seed,136,0.08,83,2026,2437,6145,6556
1,HIV1-F1-ES-KJ883138-seed,136,-0.06,86,109,420,8840,8529
1,HIV1-D-CY-FJ388945-seed,136,0.12,81,2022,2611,6028,6611
1,HIV1-C-BW-AF443115-seed,136,0.06,87,1525,1808,5692,5975
1,HIV1-H-BE-AF190127-seed,137,-0.09,83,1,420,8939,8505
1,HIV1-G-ES-GU362882-seed,137,0.08,84,2050,2438,6350,6738
1,HIV1-C-IN-KC156210-seed,137,0.09,83,1376,1808,6141,6576
1,HIV1-F1-BR-KJ849782-seed,138,0.09,83,1404,1828,5655,6082
1,HIV1-A2-CY-AF286237-seed,138,0.08,84,1404,1805,5560,5961
1,HIV1-B-KR-KJ140263-seed,140,0.04,93,4656,4852,6,204
1,HIV1-G-CM-JX140676-seed,140,0.09,83,1385,1799,5565,5982
1,HIV1-H-GB-FJ711703-seed,141,-0.07,86,100,420,8934,8614
1,HIV1-F1-AO-FJ900266-seed,141,0.09,84,2022,2438,6027,6443
1,HIV1-G-GH-AB287004-seed,141,0.09,84,1395,1810,6234,6652
1,HIV1-C-MW-KC156214-seed,141,0.06,87,1524,1808,6305,6589
1,HIV1-C-ET-AY713417-seed,141,0.09,83,1352,1810,5365,5826
1,HIV1-F2-CM-AY371158-seed,142,0.07,86,2021,2358,6000,6337
1,HIV1-F1-AR-DQ189088-seed,142,0.07,85,2022,2358,6106,6442
1,HIV1-A1-KE-KF716474-seed,142,-0.09,84,1,420,8914,8494
1,HIV1-G-CM-KP109502-seed,142,0.09,83,1382,1806,5512,5939
1,HIV1-A1-RU-JX500694-seed,142,0.08,85,419,795,4723,5099
1,HIV1-C-ET-AY713417-seed,142,-0.05,89,167,416,8584,8335
1,HIV1-F1-RO-AB485658-seed,143,-0.06,86,110,420,9484,9174
1,HIV1-F1-ES-FJ670516-seed,145,0.09,84,2022,2438,6261,6677
1,HIV1-A2-CD-AF286238-seed,146,0.07,86,2021,2358,6136,6473
1,HIV1-J-CD-EF614151-seed,146,0.1,83,1338,1810,5331,5806
1,HIV1-F1-RO-AB485658-seed,147,-0.06,87,110,420,327,17
1,HIV1-A1-UG-KF716486-seed,148,-0.09,85,1,414,8868,8454
1,HIV1-G-GH-AB287004-seed,148,0.1,82,4139,4645,8981,9490
1,HIV1-K-CM-AJ249239-seed,148,0.1,83,1303,1808,5295,5803
1,HIV1-C-CN-KC870038-seed,148,0.09,84,2022,2437,6194,6609
1,HIV1-C-BW-AF443115-seed,148,0.07,86,2008,2355,6157,6504
1,HIV1-D-KE-KF716476-seed,149,-0.08,84,1,413,8861,8439
1,HIV1-F1-BR-FJ771010-seed,149,-0.05,89,160,420,9161,8901
1,HIV1-A2-CY-AF286237-seed,149,-0.09,84,1,420,8947,8528
1,HIV1-G-NG-JN248593-seed,149,0.09,84,1382,1810,5372,5800
1,HIV1-J-SE-AF082394-seed,150,-0.09,85,1,420,8820,8400
1,HIV1-F2-CM-JX140672-seed,150,0.1,83,1318,1810,5371,5866
1,HIV1-D-YE-AY795907-seed,151,0.09,84,2022,2438,5995,6408
1,HIV1-J-SE-AF082395-seed,151,-0.09,85,1,420,8830,8410
1,HIV1-F1-RO-AB485658-seed,151,0.07,87,4311,4637,1,327
1,HIV1-C-US-KF526226-seed,151,-0.09,85,1,420,8922,8502
1,HIV1-C-CY-JF683803-seed,151,0.09,84,2023,2437,6066,6480
1,HIV1-H-CF-AF005496-seed,152,0.09,84,2022,2453,6140,6571
1,HIV1-H-GB-FJ711703-seed,153,0.09,84,2022,2438,6341,6757
1,HIV1-K-CD-AJ249235-seed,153,-0.06,88,105,420,8600,8285
1,HIV1-F1-BR-KJ849791-seed,153,0.1,83,1309,1808,5514,6016
1,HIV1-A1-KE-KF716474-seed,154,0.07,87,2022,2351,6204,6533
1,HIV1-B-US-KT284371-seed,155,-0.06,88,1,311,310,1
1,HIV1-C-KE-KT022371-seed,155,0.06,89,1524,1810,5511,5797
1,HIV1-G-CM-KP718923-seed,155,0.07,87,891,1215,5078,5399
1,HIV1-C-YE-AY795906-seed,156,0.09,85,2022,2437,6007,6422
1,HIV1-G-CM-JX140676-seed,158,0.08,86,419,795,4580,4956
1,HIV1-C-SE-KP411835-seed,159,0.09,85,2022,2436,6077,6491
1,HIV1-F1-ES-KJ883138-seed,160,0.1,83,1303,1810,5520,6027
1,HIV1-A1-ZA-KT183312-seed,160,0.09,85,4223,4642,8269,8688
1,HIV1-D-SN-AB485648-seed,161,0.07,87,2022,2354,6846,7178
1,HIV1-D-KR-DQ054367-seed,162,-0.08,86,1,393,393,1
1,HIV1-A2-CM-GU201516-seed,162,0.07,87,2021,2358,6001,6338
1,HIV1-G-PT-FR846409-seed,163,0.1,84,4095,4560,8882,9350
1,HIV1-C-CY-JF683803-seed,164,0.09,85,1372,1808,5406,5845
1,HIV1-B-ES-KT276255-seed,165,-0.08,86,33,420,8975,8587
1,HIV1-D-UG-KF716479-seed,165,-0.09,86,1,419,8831,8413
1,HIV1-B-SE-KP411828-seed,167,-0.06,89,115,420,8647,8342
1,HIV1-D-ZA-EF633445-seed,168,0.07,88,2022,2349,6175,6502
1,HIV1-F1-CY-JF683771-seed,168,0.09,85,1372,1810,5361,5802
1,HIV1-D-UG-KF716480-seed,171,0.16,81,2022,2815,6163,6962
1,HIV1-C-KE-KT022371-seed,171,0.08,86,4184,4581,8123,8523
1,HIV1-D-UG-KF716480-seed,172,-0.09,86,1,419,8877,8460
1,HIV1-G-NG-JN248593-seed,172,0.08,86,419,809,4391,4781
1,HIV1-C-SE-KP411835-seed,172,-0.09,85,1,415,8756,8339
1,HIV1-K-CD-AJ249235-seed,178,0.09,86,2022,2435,6031,6444
1,HIV1-F1-BR-FJ771010-seed,178,0.11,84,1303,1827,5883,6410
1,HIV1-A2-CY-AF286237-seed,178,0.16,80,419,1195,4556,5341
1,HIV1-F1-RO-AB485658-seed,179,0.11,84,1303,1828,6126,6654
1,HIV1-C-CN-KC870038-seed,179,0.1,84,4062,4542,8216,8693
1,HIV1-F1-AO-FJ900266-seed,180,0.16,81,446,1211,4437,5211
1,HIV1-F2-CM-AY371158-seed,181,0.09,85,1371,1810,5353,5795
1,HIV1-F1-AO-FJ900266-seed,181,0.1,84,1303,1810,5314,5824
1,HIV1-F1-AR-DQ189088-seed,181,0.1,84,1303,1805,5396,5901
1,HIV1-K-CD-AJ249235-seed,182,0.09,85,1372,1808,5360,5799
1,HIV1-D-KR-DQ054367-seed,185,0.08,87,1949,2349,6667,7067
1,HIV1-C-BR-JX140663-seed,187,0.09,87,2022,2436,6234,6648
1,HIV1-B-ES-KT276255-seed,188,0.12,83,2021,2613,6281,6870
1,HIV1-F1-ES-FJ670516-seed,197,0.1,85,1303,1810,5554,6064
1,HIV1-A2-CM-GU201516-seed,197,0.16,81,419,1211,4398,5199
1,HIV1-G-GH-AB287004-seed,198,0.15,82,451,1197,5271,6026
1,HIV1-A1-RW-KF716472-seed,198,0.13,82,4187,4823,8376,9033
1,HIV1-C-MW-KC156214-seed,198,0.11,85,4311,4852,1,543
1,HIV1-C-IN-KC156210-seed,198,0.11,85,4311,4852,1,542
1,HIV1-K-CM-AJ249239-seed,201,0.09,87,2022,2438,6017,6433
1,HIV1-F1-AR-DQ189088-seed,202,0.16,81,419,1206,4493,5289
1,HIV1-A2-CD-AF286238-seed,204,0.14,83,4136,4823,8272,8972
1,HIV1-B-JP-KF716498-seed,205,-0.09,87,1,420,8941,8521
1,HIV1-C-TZ-KC156220-seed,205,0.11,85,4311,4852,1,542
1,HIV1-D-SN-AB485648-seed,207,0.11,85,4311,4852,1,541
1,HIV1-F1-RU-GQ290462-seed,207,0.1,85,1309,1810,5567,6071
1,HIV1-F1-BR-KJ849782-seed,209,0.16,81,419,1206,4666,5450
1,HIV1-B-US-KT284371-seed,210,-0.08,88,1,410,9426,9018
1,HIV1-C-ZA-KP109517-seed,210,0.15,83,4087,4820,8196,8933
1,HIV1-B-CU-KR914676-seed,211,0.11,85,2071,2619,6066,6617
1,HIV1-A1-IN-KT152839-seed,212,0.11,84,4189,4746,8890,9448
1,HIV1-B-BR-KJ849801-seed,213,0.08,88,2022,2426,6419,6823
1,HIV1-B-CH-KC797225-seed,214,0.13,84,2007,2619,6316,6931
1,HIV1-B-CN-KP109511-seed,215,-0.09,88,1,419,8926,8499
1,HIV1-G-ES-KT276261-seed,215,0.16,81,419,1197,4665,5455
1,HIV1-F1-RU-GQ290462-seed,216,0.1,86,4096,4587,8389,8880
1,HIV1-B-CH-KC797225-seed,218,-0.09,87,1,420,9102,8667
1,HIV1-J-CD-EF614151-seed,218,0.14,83,4094,4787,8031,8739
1,HIV1-B-FR-K03455-seed,219,-0.08,88,1,411,436,26
1,HIV1-B-BR-KJ849801-seed,219,-0.08,88,4,411,9176,8760
1,HIV1-A1-CM-KP718928-seed,219,0.16,82,419,1208,4661,5459
1,HIV1-C-ET-AY713417-seed,219,0.15,83,3874,4580,7869,8584
1,HIV1-F1-BR-KJ849782-seed,220,0.07,90,4187,4542,8369,8724
1,HIV1-B-RU-JX500708-seed,221,-0.09,88,1,420,9050,8630
1,HIV1-B-CN-KP109511-seed,221,0.09,89,2022,2437,6205,6620
1,HIV1-C-IN-KC156210-seed,223,0.16,82,419,1215,5175,5980
1,HIV1-B-CA-JF320424-seed,225,0.16,83,2021,2807,6270,7044
1,HIV1-K-CM-AJ249239-seed,225,0.11,85,4094,4642,8056,8604
1,HIV1-C-YE-AY795906-seed,225,0.13,85,4183,4826,8207,8854
1,HIV1-D-ZA-EF633445-seed,226,-0.08,89,1,410,8878,8469
1,HIV1-F2-CM-JX140672-seed,226,0.15,82,467,1211,4514,5267
1,HIV1-A1-CD-AM000053-seed,226,0.11,87,4311,4852,1,543
1,HIV1-F2-CM-AY371158-seed,231,0.16,82,445,1210,4418,5192
1,HIV1-B-KR-KJ140263-seed,232,-0.07,91,65,420,9123,8768
1,HIV1-F1-ES-KJ883138-seed,232,0.09,88,4187,4638,8389,8840
1,HIV1-F1-BR-FJ771010-seed,233,0.08,90,4187,4587,8761,9161
1,HIV1-A1-UG-KF716486-seed,234,0.16,82,419,1218,4548,5356
1,HIV1-B-FR-K03455-seed,236,-0.09,89,1,420,9521,9102
1,HIV1-A1-ZA-KT183312-seed,237,0.16,82,420,1197,4417,5206
1,HIV1-G-CN-JN106043-seed,239,0.16,83,419,1197,4439,5229
1,HIV1-C-SE-KP411835-seed,240,0.12,86,4205,4771,8212,8781
1,HIV1-B-US-KT284371-seed,241,0.09,90,4436,4852,1,416
1,HIV1-B-ZA-KP109515-seed,241,-0.09,89,1,420,8799,8375
1,HIV1-F1-ES-KJ883138-seed,241,0.16,82,419,1206,4623,5419
1,HIV1-B-TH-KP109514-seed,242,0.14,84,3984,4644,8066,8726
1,HIV1-B-RU-JX500708-seed,243,0.12,86,2021,2620,6348,6944
1,HIV1-B-FR-KF716496-seed,243,0.12,85,2021,2598,6020,6591
1,HIV1-B-ZA-KP109515-seed,244,0.12,86,2021,2619,6084,6676
1,HIV1-B-TH-KP109514-seed,245,0.12,85,2021,2619,6165,6760
1,HIV1-A1-SN-AY521629-seed,248,0.13,84,4188,4828,8155,8801
1,HIV1-C-BW-AF443115-seed,248,0.16,83,419,1215,4570,5360
1,HIV1-A2-CM-GU201516-seed,250,0.15,83,3843,4578,7838,8570
1,HIV1-D-KR-DQ054367-seed,251,0.1,88,4354,4851,1,498
1,HIV1-F1-ES-FJ670516-seed,251,0.16,83,419,1211,4651,5452
1,HIV1-F1-CY-JF683771-seed,252,0.16,83,419,1206,4392,5188
1,HIV1-A1-CD-AM000053-seed,252,0.16,83,419,1197,5195,5982
1,HIV1-F1-RO-AB485658-seed,253,0.16,83,419,1206,5223,6019
1,HIV1-A1-KE-KF716474-seed,254,0.13,86,4189,4824,8356,8991
1,HIV1-A1-SN-AY521629-seed,254,0.16,83,419,1208,4397,5198
1,HIV1-K-CD-AJ249235-seed,255,0.16,83,419,1205,4391,5186
1,HIV1-C-YE-AY795906-seed,255,0.16,83,419,1207,4374,5171
1,HIV1-C-ES-KT276258-seed,255,0.16,84,461,1215,4655,5421
1,HIV1-B-FR-KF716496-seed,256,-0.09,90,1,420,8769,8350
1,HIV1-G-PT-FR846409-seed,257,0.16,83,419,1197,5139,5926
1,HIV1-C-TZ-KC156220-seed,263,0.16,83,419,1215,5173,5978
1,HIV1-C-BR-JX140663-seed,263,0.16,83,419,1215,4531,5336
1,HIV1-K-CM-AJ249239-seed,264,0.16,83,419,1209,4395,5194
1,HIV1-C-CN-KC870038-seed,264,0.16,83,419,1215,4552,5360
1,HIV1-H-BE-AF190128-seed,267,0.16,83,419,1208,4523,5321
1,HIV1-G-CM-KP109502-seed,268,0.16,84,419,1200,4530,5320
1,HIV1-C-SE-KP411835-seed,269,0.16,83,419,1215,4431,5245
1,HIV1-A1-CY-JF683783-seed,270,0.16,83,419,1211,4410,5211
1,HIV1-F1-RU-GQ290462-seed,270,0.16,83,419,1207,4658,5455
1,HIV1-H-GB-FJ711703-seed,272,0.16,84,419,1208,4717,5515
1,HIV1-B-SE-KP411828-seed,273,0.12,87,2021,2619,6054,6649
1,HIV1-G-ES-GU362882-seed,274,0.16,84,419,1211,4682,5483
1,HIV1-A1-KE-KF716474-seed,275,0.16,84,419,1208,4567,5365
1,HIV1-A2-CY-AF286237-seed,276,0.15,85,4139,4852,8337,9052
1,HIV1-C-BR-JX140663-seed,279,0.19,83,3914,4826,8126,9047
1,HIV1-C-ET-AY713417-seed,282,0.16,84,419,1207,4401,5198
1,HIV1-C-SE-KP411835-seed,282,0.11,89,2857,3368,6858,7366
1,HIV1-J-CD-EF614151-seed,283,0.16,84,451,1208,4425,5191
1,HIV1-A1-CM-KP718928-seed,285,0.14,87,4189,4852,8420,9084
1,HIV1-C-IN-KC156210-seed,286,0.2,83,3902,4852,8727,9686
1,HIV1-H-BE-AF190127-seed,288,0.16,84,419,1208,4588,5386
1,HIV1-J-SE-AF082394-seed,289,0.17,84,419,1237,4513,5340
1,HIV1-C-MW-KC156214-seed,292,0.2,83,3874,4852,8625,9613
1,HIV1-H-CF-AF005496-seed,293,0.15,85,468,1206,4595,5342
1,HIV1-C-CY-JF683803-seed,294,0.16,84,419,1207,4422,5219
1,HIV1-B-FR-K03455-seed,295,0.14,86,1948,2619,6735,7409
1,HIV1-C-US-KF526226-seed,301,0.16,84,419,1215,4550,5355
1,HIV1-C-BW-AF443115-seed,306,0.2,83,3870,4852,7992,8984
1,HIV1-C-US-KF526226-seed,307,0.16,86,4094,4852,8266,9028
1,HIV1-B-FR-K03455-seed,310,0.11,89,4311,4852,1,542
1,HIV1-C-TZ-KC156220-seed,317,0.2,83,3871,4852,8612,9602
